OBJECTID,Valor en pesos ($),Localidad,Sector Catastral,Identificador único de la manzana,coord_x,coord_y
61490,495000,KENNEDY,LUSITANIA,,"-74,118848458","4,636904121152272"
61502,480000,PUENTE ARANDA,MONTES,,"-74,11518757600001","4,61257093015147"
61519,450000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,,"-74,11339763999999","4,614934622151534"
61541,1700000,KENNEDY,LUSITANIA,006509005,"-74,120731452","4,633948742652159"
61545,76000,KENNEDY,HIPOTECHO,004501087,"-74,12708830600002","4,627488082151967"
61551,76000,KENNEDY,HIPOTECHO SUR,,"-74,12637203400001","4,621815204651789"
61556,450000,FONTIBON,FRANCO,,"-74,1240462095","4,645385446152511"
61559,1500000,KENNEDY,LUSITANIA,,"-74,121017488","4,63456259665217"
61566,525000,FONTIBON,MONTEVIDEO,,"-74,11164144","4,644615695652503"
61572,81000,PUENTE ARANDA,GALAN,,"-74,1248297805","4,61982432665168"
61575,630000,PUENTE ARANDA,PUENTE ARANDA,,"-74,1095234265","4,629796558152007"
61586,81000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,,"-74,10227633150001","4,638437048652291"
61602,1650000,PUENTE ARANDA,BARCELONA,,"-74,11477828700001","4,619396549651697"
61607,1400000,KENNEDY,HIPOTECHO SUR,004551071,"-74,126512596","4,6206108511517385"
61611,1400000,KENNEDY,HIPOTECHO,004501079,"-74,12671553800001","4,628783803651993"
61616,76000,KENNEDY,HIPOTECHO SUR,004551041,"-74,12596882949998","4,624667773651851"
61617,1160000,KENNEDY,LUSITANIA,006509021,"-74,12298515250001","4,63319450565214"
61623,1400000,KENNEDY,HIPOTECHO SUR,004551070,"-74,1268120865","4,62066712265174"
61643,1300000,PUENTE ARANDA,PUENTE ARANDA,,"-74,103423461","4,634230779152178"
61664,2000000,PUENTE ARANDA,BARCELONA,,"-74,11430068700002","4,616250379651584"
61665,495000,PUENTE ARANDA,LA CAMELIA,,"-74,11572651400002","4,613750555151498"
61688,450000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,,"-74,11045863999999","4,613627753151504"
61694,540000,KENNEDY,HIPOTECHO SUR,004551073,"-74,12403409999999","4,625675023651876"
61698,1400000,KENNEDY,HIPOTECHO SUR,004551040,"-74,126777944","4,620927713151748"
61703,76000,KENNEDY,HIPOTECHO SUR,004551041,"-74,125879494","4,624644580651877"
61704,1750000,FONTIBON,MONTEVIDEO,006307018,"-74,12170416499998","4,641251155152393"
61750,540000,KENNEDY,HIPOTECHO SUR,004551041,"-74,12504817850001","4,62274446115179"
61752,1500000,KENNEDY,LUSITANIA,006509023,"-74,123504163","4,6377140516522655"
61754,2000000,KENNEDY,MARSELLA,006502083,"-74,125193118","4,635781987152223"
61825,2300000,KENNEDY,LUSITANIA,006509012,"-74,12222747749999","4,630405230652048"
61828,1300000,KENNEDY,HIPOTECHO SUR,004551052,"-74,12682357950001","4,618621457651647"
61831,1370000,FONTIBON,GRANJAS DE TECHO,006306005,"-74,1194502225","4,640534615652378"
61833,495000,PUENTE ARANDA,LA CAMELIA,,"-74,1169745425","4,612441777651439"
61845,1050000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,,"-74,10847152899998","4,645166933652508"
61846,1050000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,,"-74,106747162","4,642469004652426"
61864,1050000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,,"-74,10863356099998","4,644279429152492"
61866,1050000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,,"-74,10541000750001","4,6408427071524025"
61867,390000,PUENTE ARANDA,CENTRO INDUSTRIAL,,"-74,1114468785","4,636370354652211"
61952,1750000,FONTIBON,MONTEVIDEO,006307001,"-74,11176131799999","4,645198052652537"
61962,1700000,KENNEDY,HIPOTECHO SUR,004551051,"-74,1271527975","4,618275762651643"
61963,1500000,KENNEDY,HIPOTECHO SUR,004551071,"-74,1266661475","4,6198435546516965"
62014,1800000,TEUSAQUILLO,CIUDAD SALITRE NOR-ORIENTAL,,"-74,09799316800002","4,6398624251523675"
62037,1500000,KENNEDY,LUSITANIA,006509012,"-74,12342808899999","4,631210456652058"
62038,1300000,KENNEDY,HIPOTECHO SUR,004551074,"-74,12598502900002","4,620409422151717"
62040,1400000,FONTIBON,MONTEVIDEO,006307025,"-74,122827814","4,643051084652454"
62044,1500000,KENNEDY,LUSITANIA,006509015,"-74,12299991449999","4,631835947152107"
62054,1500000,KENNEDY,LUSITANIA,006509009,"-74,123317276","4,635039387652201"
62082,390000,PUENTE ARANDA,CENTRO INDUSTRIAL,,"-74,10995121100001","4,6444788251524995"
62092,390000,PUENTE ARANDA,LOS EJIDOS,,"-74,10337109299999","4,618386402651676"
62116,1400000,KENNEDY,HIPOTECHO SUR,004551043,"-74,12647269600001","4,620858164651729"
62124,1300000,KENNEDY,HIPOTECHO SUR,004551053,"-74,12650732099999","4,618710098651669"
62126,1370000,FONTIBON,GRANJAS DE TECHO,006306002,"-74,1148807845","4,643063069152451"
62132,76000,KENNEDY,MARSELLA,006512006,"-74,1245511255","4,641562857652399"
62154,390000,PUENTE ARANDA,EL EJIDO,,"-74,1024666715","4,625930514151904"
62176,405000,PUENTE ARANDA,ORTEZAL,,"-74,09829223","4,6310184276520765"
62191,1800000,TEUSAQUILLO,CIUDAD SALITRE NOR-ORIENTAL,,"-74,0991979305","4,645240426152514"
62197,495000,PUENTE ARANDA,CORREDOR FERREO DEL SUR,,"-74,116773494","4,613968531151496"
62202,405000,PUENTE ARANDA,ORTEZAL,,"-74,0998053305","4,631763830652098"
62256,1800000,TEUSAQUILLO,CIUDAD SALITRE NOR-ORIENTAL,,"-74,09897185199998","4,641001402152391"
62266,1300000,KENNEDY,HIPOTECHO SUR,004551061,"-74,12661986","4,619270752151657"
62267,1300000,KENNEDY,HIPOTECHO SUR,004551070,"-74,126851028","4,620285598151726"
62270,540000,KENNEDY,HIPOTECHO SUR,004551041,"-74,12525497749999","4,624457542151839"
62276,1370000,FONTIBON,GRANJAS DE TECHO,006306005,"-74,11960627549999","4,641416782152392"
62309,81000,PUENTE ARANDA,BARCELONA,,"-74,11457142949999","4,615068418151565"
62327,1800000,TEUSAQUILLO,CIUDAD SALITRE NOR-ORIENTAL,,"-74,0996528265","4,643054880152453"
63612,1750000,PUENTE ARANDA,GALAN,004304054,"-74,120669282","4,619456525651687"
63627,360000,PUENTE ARANDA,GORGONZOLA,004207029,"-74,1063518295","4,6243311171518755"
63689,1900000,PUENTE ARANDA,GALAN,004304047,"-74,120372914","4,618374236651642"
63691,1600000,PUENTE ARANDA,LA PRADERA,004305005,"-74,11952532449999","4,6269759126519325"
63692,1900000,PUENTE ARANDA,SAN GABRIEL,004307021,"-74,1180939015","4,623405604651813"
63710,1600000,PUENTE ARANDA,PUENTE ARANDA,006215002,"-74,10695735799999","4,630599235152058"
63741,1700000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,004205053,"-74,11307421449999","4,6151409366515335"
63751,1800000,PUENTE ARANDA,LA TRINIDAD,004306015,"-74,11694836449999","4,627424701151945"
63754,1800000,PUENTE ARANDA,COLON,004308009,"-74,11656403399999","4,618967229651686"
63755,1800000,PUENTE ARANDA,COLON,004308030,"-74,1177755935","4,619598499651694"
63758,495000,PUENTE ARANDA,LA CAMELIA,004309026,"-74,11726964849998","4,611650928651446"
63771,2500000,PUENTE ARANDA,SALAZAR GOMEZ,006212018,"-74,11747682150002","4,63625371215225"
63812,1900000,PUENTE ARANDA,LA TRINIDAD,004306006,"-74,11596545199998","4,627389204651938"
63823,2500000,PUENTE ARANDA,SALAZAR GOMEZ,006212034,"-74,11977435650002","4,634635045152191"
63882,1700000,PUENTE ARANDA,LA CAMELIA,004309012,"-74,11896567399998","4,612837646651501"
63928,1800000,PUENTE ARANDA,BARCELONA,004303001,"-74,1166777835","4,617331840651609"
63942,2500000,PUENTE ARANDA,SALAZAR GOMEZ,006212035,"-74,120362868","4,63323062515215"
63960,1550000,PUENTE ARANDA,TIBANA,004212027,"-74,1078122625","4,611766833151459"
63962,390000,PUENTE ARANDA,SAN RAFAEL INDUSTRIAL,004301001,"-74,11062302000002","4,6224323531517815"
63984,2150000,PUENTE ARANDA,LA PRADERA,004305028,"-74,1220775445","4,628228172651946"
64028,3500000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,006217044,"-74,10028919549998","4,636342741652257"
64030,1300000,PUENTE ARANDA,CENTRO INDUSTRIAL,006218013,"-74,1134548075","4,639428651652338"
64063,960000,PUENTE ARANDA,PUENTE ARANDA,006215029,"-74,10906098250001","4,632178036652097"
64070,525000,PUENTE ARANDA,GALAN,004304096,"-74,12349997499999","4,6142178886515275"
64071,1750000,PUENTE ARANDA,GALAN,004304021,"-74,12135560300001","4,614182741151529"
64079,1300000,PUENTE ARANDA,PUENTE ARANDA,006215003,"-74,1060706305","4,62943584765201"
64086,1300000,PUENTE ARANDA,EL EJIDO,006206011,"-74,10182344150002","4,625473814151887"
64088,1750000,PUENTE ARANDA,EL EJIDO,006206003,"-74,101177699","4,623100388651815"
64118,2000000,PUENTE ARANDA,BARCELONA,004303022,"-74,11409131799999","4,616939730151618"
64138,1600000,PUENTE ARANDA,SAN EUSEBIO,004401051,"-74,12248194700001","4,6110723291514075"
64196,1800000,PUENTE ARANDA,JORGE GAITAN CORTES,004210057,"-74,10927004850001","4,609291232651355"
64203,1800000,PUENTE ARANDA,GALAN,004304069,"-74,12239868649999","4,620054138151712"
64214,450000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,004205072,"-74,1105761025","4,6135795366515"
64223,81000,PUENTE ARANDA,PROVIVIENDA NORTE,004310032,"-74,1245472345","4,613846215151531"
64254,2100000,PUENTE ARANDA,PUENTE ARANDA,006215019,"-74,109366798","4,6297137016520065"
64298,1300000,PUENTE ARANDA,CENTRO INDUSTRIAL,006218010,"-74,11361099950003","4,6367909701522745"
64352,80000,PUENTE ARANDA,MONTES,004204031,"-74,11560525550001","4,609413150151358"
64382,1750000,PUENTE ARANDA,GALAN,004304022,"-74,12177027199999","4,613850265651495"
64389,1800000,PUENTE ARANDA,LA TRINIDAD,004306016,"-74,117254771","4,627671152651959"
64472,1800000,PUENTE ARANDA,COLON,004308051,"-74,11647426249999","4,622880799151801"
64496,1900000,PUENTE ARANDA,SAN FRANCISCO,004206001,"-74,10675074299999","4,62209825765177"
64503,1650000,PUENTE ARANDA,LA CAMELIA,004309033,"-74,11606596600001","4,614019514151519"
64504,1600000,PUENTE ARANDA,PUENTE ARANDA,006215001,"-74,10619072150001","4,63362759115214"
64505,1900000,PUENTE ARANDA,PROVIVIENDA NORTE,004310008,"-74,126530815","4,6120132626514465"
64544,1100000,PUENTE ARANDA,LA TRINIDAD,004306005,"-74,12056113399998","4,622413194151774"
64556,525000,PUENTE ARANDA,GALAN,004304097,"-74,12474557899998","4,6207049351517195"
64581,510000,PUENTE ARANDA,SAN FRANCISCO,004206023,"-74,110444954","4,618463185151652"
64584,1700000,PUENTE ARANDA,SAN FRANCISCO,004206036,"-74,11128457449999","4,619841857651706"
64610,1600000,PUENTE ARANDA,MONTES,004204005,"-74,11343166199998","4,6088493051513515"
64651,1700000,PUENTE ARANDA,SAN GABRIEL,004307010,"-74,11797913299998","4,622519092651787"
64671,360000,PUENTE ARANDA,GORGONZOLA,004207023,"-74,10503633750002","4,619338327651659"
64694,2000000,PUENTE ARANDA,SAN RAFAEL,004302008,"-74,1129716035","4,621859988651746"
64698,495000,PUENTE ARANDA,BARCELONA,004303016,"-74,11456949999999","4,6202573521516985"
64729,3500000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,006217017,"-74,10544878600001","4,645798410152542"
64730,81000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,006217003,"-74,1052008925","4,6425004676524235"
64732,1300000,PUENTE ARANDA,CENTRO INDUSTRIAL,006218012,"-74,1140888715","4,638626333652296"
64771,1700000,PUENTE ARANDA,BARCELONA,004303011,"-74,11435872749999","4,618384226151671"
64781,81000,PUENTE ARANDA,TIBANA,004212024,"-74,10603386950001","4,612860227651497"
64870,1950000,PUENTE ARANDA,CENTRO INDUSTRIAL,006218015,"-74,11649717099999","4,638269158152313"
64935,495000,PUENTE ARANDA,LA CAMELIA,004309026,"-74,11722162449999","4,612078561151427"
64937,1900000,PUENTE ARANDA,PROVIVIENDA NORTE,004310014,"-74,125192723","4,612240283651456"
64955,1600000,PUENTE ARANDA,SAN EUSEBIO,004401048,"-74,123534699","4,6103698586513975"
64969,81000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,006217038,"-74,108871408","4,646213136652557"
64971,1700000,PUENTE ARANDA,SAN FRANCISCO,004206078,"-74,110715188","4,617187530151609"
64992,1500000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,004205068,"-74,108613636","4,614957807651562"
64994,1500000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,004205062,"-74,1092464765","4,616524188651589"
65011,525000,PUENTE ARANDA,GALAN,004304046,"-74,1226067645","4,615630970151546"
65055,3500000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,006217042,"-74,1022360785","4,637837961652284"
65056,1300000,PUENTE ARANDA,CENTRO INDUSTRIAL,006218018,"-74,11185613549998","4,64246307565246"
65115,1800000,PUENTE ARANDA,COLON,004308001,"-74,1126133725","4,623492818651801"
65117,1650000,PUENTE ARANDA,LA CAMELIA,004309035,"-74,1204408065","4,610250392651372"
65121,1200000,PUENTE ARANDA,COMUNEROS,004202043,"-74,103786963","4,60933256215135"
65141,1750000,PUENTE ARANDA,GALAN,004304034,"-74,11901164849999","4,617958058651634"
65165,1800000,PUENTE ARANDA,JORGE GAITAN CORTES,004210012,"-74,1103241285","4,608879863151367"
65172,1900000,PUENTE ARANDA,GALAN,004304040,"-74,12141613200001","4,615846587651588"
65179,1500000,PUENTE ARANDA,SALAZAR GOMEZ,006212017,"-74,11934376900001","4,6307762776520764"
65186,780000,TEUSAQUILLO,CENTRO INDUSTRIAL,006217013,"-74,1086588935","4,643527386152458"
65189,1000000,PUENTE ARANDA,CENTRO INDUSTRIAL,006218018,"-74,1080330275","4,638348777152309"
65195,1650000,PUENTE ARANDA,SAN RAFAEL,004302006,"-74,11217259","4,6222457156517684"
65199,1800000,PUENTE ARANDA,LA TRINIDAD,004306017,"-74,118543125","4,625723714151896"
65268,1500000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,004205077,"-74,1135801245","4,61475985115154"
65326,1900000,PUENTE ARANDA,SAN FRANCISCO,004206032,"-74,110746401","4,619810290651694"
65353,1600000,PUENTE ARANDA,SAN EUSEBIO,004401084,"-74,12509766","4,609126610651351"
65364,1040000,PUENTE ARANDA,LA TRINIDAD,004306012,"-74,117144325","4,626835616151927"
65372,1900000,PUENTE ARANDA,SAN GABRIEL,004307015,"-74,1178391455","4,6232199721518015"
65373,540000,PUENTE ARANDA,COLON,004308004,"-74,11425517450002","4,62186072015177"
65385,1900000,PUENTE ARANDA,GALAN,004304028,"-74,11881631699998","4,6167970936515985"
65389,1600000,PUENTE ARANDA,MONTES,004204040,"-74,11436829800002","4,610517884651381"
65399,1900000,PUENTE ARANDA,SAN GABRIEL,004307002,"-74,116518448","4,623690310151827"
65400,1800000,PUENTE ARANDA,COLON,004308018,"-74,11593193099998","4,620427681151716"
65418,1800000,PUENTE ARANDA,COLON,004308007,"-74,1190535145","4,619789791651712"
65428,1800000,PUENTE ARANDA,JORGE GAITAN CORTES,004210007,"-74,11058200850002","4,61008521415139"
65547,1500000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,004205046,"-74,1115513025","4,614517693651533"
65630,1370000,FONTIBON,GRANJAS DE TECHO,006306004,"-74,11740316950002","4,643572551152482"
65670,450000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,004205054,"-74,1131818645","4,614413330151546"
65674,1700000,PUENTE ARANDA,SAN FRANCISCO,004206059,"-74,10993348150001","4,6172949606516225"
65675,1750000,PUENTE ARANDA,GALAN,004304055,"-74,1216298665","4,618343874151657"
65676,1750000,PUENTE ARANDA,GALAN,004304075,"-74,12270179949999","4,621770278651772"
65683,1560000,PUENTE ARANDA,SALAZAR GOMEZ,006212003,"-74,11326066749999","4,629536887652014"
65702,1750000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,004205070,"-74,109159301","4,6139554531514975"
65719,480000,PUENTE ARANDA,SAN EUSEBIO,004401054,"-74,1220290425","4,60940808915136"
65722,480000,PUENTE ARANDA,SAN EUSEBIO,004401052,"-74,1226753695","4,610232417151408"
65729,1700000,PUENTE ARANDA,SAN FRANCISCO,004206007,"-74,107217993","4,618959306151661"
65761,1700000,PUENTE ARANDA,SAN FRANCISCO,004206050,"-74,108307054","4,623073422151813"
65800,1650000,PUENTE ARANDA,TIBANA,004212015,"-74,10944777149999","4,610633007151418"
65802,1900000,PUENTE ARANDA,MONTES,004204040,"-74,1143734465","4,610707873651396"
65825,1750000,PUENTE ARANDA,GALAN,004304032,"-74,1204046215","4,615660467651557"
65909,2000000,PUENTE ARANDA,LA CAMELIA,004309031,"-74,1162056835","4,612454435151481"
65961,1900000,PUENTE ARANDA,PROVIVIENDA NORTE,004310017,"-74,125685984","4,612150834151454"
65966,1800000,PUENTE ARANDA,COLON,004308021,"-74,1178282105","4,618363522151636"
65967,1550000,PUENTE ARANDA,SALAZAR GOMEZ,006212030,"-74,12002280049998","4,632537795652099"
65982,1750000,PUENTE ARANDA,GALAN,004304076,"-74,12325522549997","4,620980076651758"
66001,1600000,PUENTE ARANDA,SAN EUSEBIO,004401029,"-74,126129915","4,6099281741513805"
66062,1650000,PUENTE ARANDA,BARCELONA,004303006,"-74,11613705849999","4,618193205151632"
66065,1750000,PUENTE ARANDA,GALAN,004304048,"-74,12093336500001","4,617696067651653"
66066,1750000,PUENTE ARANDA,GALAN,004304067,"-74,12288485049999","4,618771254151663"
66072,1900000,PUENTE ARANDA,SAN GABRIEL,004307008,"-74,1167612205","4,62388562165183"
66108,1600000,PUENTE ARANDA,PUENTE ARANDA,006215016,"-74,107980131","4,631355751152077"
66131,1500000,PUENTE ARANDA,SALAZAR GOMEZ,006212012,"-74,116677283","4,63293495815212"
66209,510000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,004205074,"-74,1103999085","4,6127355131514625"
66309,1700000,PUENTE ARANDA,SAN FRANCISCO,004206067,"-74,108941983","4,619420531651687"
66329,1900000,PUENTE ARANDA,PROVIVIENDA NORTE,004310029,"-74,12601720200001","4,617270852651608"
66359,1000000,PUENTE ARANDA,CENTRO INDUSTRIAL,006218018,"-74,109590075","4,639351334152336"
66463,3770000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,006217032,"-74,0997807585","4,63906994615234"
66473,2100000,PUENTE ARANDA,PUENTE ARANDA,006215031,"-74,11019891999999","4,630771941152065"
66477,1750000,PUENTE ARANDA,COMUNEROS,004202007,"-74,10313970550001","4,608905334151327"
66510,1300000,PUENTE ARANDA,PUENTE ARANDA,006215052,"-74,10748957099997","4,628739009151978"
66563,1500000,PUENTE ARANDA,SALAZAR GOMEZ,006212008,"-74,1150252825","4,630189456652013"
66572,1600000,PUENTE ARANDA,SAN EUSEBIO,004401044,"-74,12273098099999","4,608741473651344"
66696,1750000,PUENTE ARANDA,GALAN,004304093,"-74,12428843500001","4,622281455151786"
66702,3000000,PUENTE ARANDA,SAN GABRIEL,004307003,"-74,1167841855","4,623148141651835"
66740,1750000,PUENTE ARANDA,GALAN,004304017,"-74,11928730399998","4,615099171651542"
66743,1750000,PUENTE ARANDA,GALAN,004304062,"-74,12112658699999","4,620244234651691"
66747,990000,PUENTE ARANDA,LA PRADERA,004305012,"-74,12218399849999","4,623696887651819"
66766,1700000,PUENTE ARANDA,LA PRADERA,004305008,"-74,12213411350001","4,622455572651788"
66773,1800000,PUENTE ARANDA,COLON,004308032,"-74,1182923485","4,618952316651686"
66780,1650000,PUENTE ARANDA,LA CAMELIA,004309023,"-74,11867368349999","4,609712009651389"
66797,1800000,PUENTE ARANDA,JORGE GAITAN CORTES,004210053,"-74,1104601625","4,611092852651426"
66859,1850000,PUENTE ARANDA,GALAN,004304023,"-74,11694258200001","4,616876522151615"
66868,2000000,PUENTE ARANDA,COLON,004308049,"-74,115439864","4,624063712151848"
66890,750000,PUENTE ARANDA,SALAZAR GOMEZ,006212040,"-74,11394090050001","4,630256870152025"
66941,1600000,PUENTE ARANDA,PUENTE ARANDA,006215038,"-74,11096978749998","4,631675058652096"
66952,1600000,PUENTE ARANDA,PUENTE ARANDA,006215052,"-74,1082572295","4,629166720152008"
66978,465000,PUENTE ARANDA,TIBANA,004212025,"-74,10773196399998","4,608805147151341"
67060,1700000,PUENTE ARANDA,SAN FRANCISCO,004206022,"-74,11029539149999","4,619007745151685"
67075,1700000,PUENTE ARANDA,SAN FRANCISCO,004206028,"-74,1112217525","4,618525520651678"
67162,81000,PUENTE ARANDA,MONTES,004204031,"-74,11474361949999","4,609477916151366"
67190,1650000,PUENTE ARANDA,SALAZAR GOMEZ,006212008,"-74,11550798850001","4,630035112652028"
67205,81000,PUENTE ARANDA,TIBANA,004212032,"-74,10676349600001","4,612470707651455"
67211,1800000,PUENTE ARANDA,COLON,004308042,"-74,11624162000001","4,622615713151781"
67231,1750000,PUENTE ARANDA,COMUNEROS,004202037,"-74,10264706999999","4,608685505151321"
67251,2000000,PUENTE ARANDA,SAN RAFAEL,004302004,"-74,1123640305","4,621363242651745"
67263,3500000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,006217022,"-74,10409858099999","4,644378503152485"
67288,480000,PUENTE ARANDA,MONTES,004204050,"-74,11322375400002","4,609582094151353"
67290,480000,PUENTE ARANDA,MONTES,004204009,"-74,113833562","4,60916995565135"
67294,1900000,PUENTE ARANDA,MONTES,004204044,"-74,11347280150002","4,610977351151412"
67351,81000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,006217003,"-74,10457048750001","4,6418535686524285"
67352,780000,PUENTE ARANDA,CENTRO INDUSTRIAL,006218003,"-74,10905405350002","4,637326986152278"
67356,1950000,PUENTE ARANDA,CENTRO INDUSTRIAL,006218018,"-74,11227990900002","4,642826799152454"
67377,1650000,PUENTE ARANDA,TIBANA,004212008,"-74,10815148699999","4,610464677151403"
67395,600000,PUENTE ARANDA,BARCELONA,004303023,"-74,1144525535","4,615825457151569"
67435,3770000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,006217003,"-74,10373702300001","4,640386356152362"
67460,1800000,PUENTE ARANDA,GALAN,004304066,"-74,12214097","4,619847519651717"
67503,1600000,PUENTE ARANDA,SAN EUSEBIO,004401049,"-74,12395637100002","4,6108698621514295"
67511,1600000,PUENTE ARANDA,SAN EUSEBIO,004401032,"-74,1267703755","4,60959711965139"
67517,81000,PUENTE ARANDA,LA PRADERA,004305004,"-74,12182077700001","4,622064596151747"
67518,1700000,PUENTE ARANDA,LA TRINIDAD,004306001,"-74,11560238050001","4,627082041651928"
67526,1900000,PUENTE ARANDA,SAN GABRIEL,004307014,"-74,11718195","4,62397856215183"
67530,754000,PUENTE ARANDA,BATALLON CALDAS,006207001,"-74,10426618250003","4,628550158152011"
67595,2600000,PUENTE ARANDA,GALAN,004304052,"-74,1220542195","4,617090114151622"
67597,81000,PUENTE ARANDA,PROVIVIENDA NORTE,004310033,"-74,1244727635","4,6146556676515464"
67603,1600000,PUENTE ARANDA,SAN EUSEBIO,004401022,"-74,12523822600002","4,608532696151331"
