Identificador del parque,Estrato,Localidad,Estado Certificación,Clasificación del Parque,Nombre del Parque,Código Localidad,coord_x,coord_y
16-174,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ,16,"-74,12890323828739","4,600299839070258"
16-178,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ,16,"-74,12874580494059","4,5993132228721105"
16-191,3,Puente Aranda,CERTIFICADO,Vecinal,MUZÚ I ETAPA,16,"-74,13168262622561","4,596482624378049"
16-200,3,Puente Aranda,CERTIFICADO,Vecinal,EL TEJAR,16,"-74,1263590297397","4,608955237273326"
16-241,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ I ETAPA,16,"-74,13052038231775","4,595544807795881"
16-242,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ I ETAPA,16,"-74,13000986345358","4,596211626830886"
16-244,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ I ETAPA,16,"-74,13177226955698","4,595694380404579"
08-425,3,Kennedy,CERTIFICADO,Vecinal,LAS AMÉRICAS,8,"-74,1346578805826","4,627132096480101"
08-592,2,Kennedy,CERTIFICADO,Vecinal,DINTALITO 1A ETAPA,8,"-74,17025327921192","4,63294186323775"
08-161,3,Kennedy,CERTIFICADO,Vecinal,CIUDAD KENNEDY OCCIDENTAL SUPERMANZANA 14,8,"-74,16203649755508","4,620783660201598"
08-060,3,Kennedy,CERTIFICADO,Bolsillo,CIUDAD KENNEDY OCCIDENTAL SUPERMANZANA 14,8,"-74,16105141354849","4,620859616156233"
08-037,3,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN PIO XII,8,"-74,1485880781513","4,6333787263074395"
13-178,4,Teusaquillo,CERTIFICADO,Vecinal,URBANIZACIÓN PRADOS DEL SALITRE,13,"-74,09846132667019","4,63622898745404"
13-179,4,Teusaquillo,CERTIFICADO,Vecinal,URBANIZACIÓN PARQUE TACAY,13,"-74,08623433263436","4,6265960797310495"
08-394,3,Kennedy,CERTIFICADO,Vecinal,UNIDAD RESIDENCIAL GLORIETA DE LAS AMÉRICAS,8,"-74,1446672113122","4,623818410541106"
08-654,2,Kennedy,CERTIFICADO,Bolsillo,DESARROLLO LA ESPERANZA,8,"-74,16594655137311","4,622495929273862"
08-691,2,Kennedy,CERTIFICADO,Vecinal,DESARROLLO CIUDAD DE CALI,8,"-74,16743888752032","4,63103746678488"
02-001,1,Chapinero,CERTIFICADO,Vecinal,DESARROLLO EL PARAÍSO,2,"-74,05757891364827","4,626663750317791"
02-002,1,Chapinero,CERTIFICADO,Vecinal,EL PARAÍSO,2,"-74,06032016720437","4,626850245024945"
02-015,4,Chapinero,CERTIFICADO,Bolsillo,SUCRE II,2,"-74,06692427529686","4,630629851490536"
02-029,4,Chapinero,CERTIFICADO,Vecinal,SUCRE III,2,"-74,06627957418038","4,630530309942857"
08-093,3,Kennedy,CERTIFICADO,Vecinal,LAS AMÉRICAS (MODIFICACIÓN Y LOTEO MANZANA 10),8,"-74,13037447345772","4,627360850524637"
08-410,3,Kennedy,CERTIFICADO,Bolsillo,VILLA CLAUDIA,8,"-74,12805367412457","4,614785529898993"
08-331,3,Kennedy,CERTIFICADO,Vecinal,TIMIZA,8,"-74,14932138055343","4,608329221390287"
08-343,3,Kennedy,CERTIFICADO,Vecinal,CIUDAD KENNEDY SUPERMANZANA 8,8,"-74,15584028074628","4,620151546036442"
08-448,2,Kennedy,CERTIFICADO,Vecinal,VILLA CASTILLA,8,"-74,14751376808084","4,63881953172999"
08-449,3,Kennedy,CERTIFICADO,Vecinal,ÉXITO - LUSITANIA,8,"-74,12531526688045","4,631296824234672"
08-148,3,Kennedy,CERTIFICADO,Vecinal,LAGO TIMIZA 1A ETAPA,8,"-74,15919513215044","4,607879587140309"
07-152,2,Bosa,CERTIFICADO,Zonal Existente,PAVCO - AUTOPISTA SUR,7,"-74,16409122308758","4,596561268292847"
07-153,2,Bosa,CERTIFICADO,Bolsillo,DESARROLLO NUEVO CHILE,7,"-74,16654562256474","4,601718680660201"
07-158,2,Bosa,CERTIFICADO,Vecinal,URBANIZACIÓN OLARTE,7,"-74,164707899013","4,603834321052671"
13-022,4,Teusaquillo,CERTIFICADO,Bolsillo,LA MAGDALENA,13,"-74,0696209391772","4,6277807610457184"
16-327,3,Puente Aranda,CERTIFICADO,Vecinal,CARREFOUR CARRERA 30,16,"-74,0895973771231","4,618676666287881"
16-371,3,Puente Aranda,CERTIFICADO,Bolsillo,CONJUNTO RESIDENCIAL BOSQUE DE LOS COMUNEROS,16,"-74,10586467979485","4,608973272784055"
16-373,3,Puente Aranda,CERTIFICADO,Bolsillo,URBANIZACIÓN SANTA RITA III SECTOR ETAPA A,16,"-74,12087518234111","4,601732089992089"
16-380,3,Puente Aranda,CERTIFICADO,Bolsillo,URBANIZACIÓN PARQUES DE PRIMAVERA,16,"-74,10915952508552","4,613955736508942"
16-381,3,Puente Aranda,CERTIFICADO,Vecinal,URBANIZACIÓN PARQUES DE PRIMAVERA,16,"-74,10947383527281","4,613849118507163"
16-382,3,Puente Aranda,CERTIFICADO,Vecinal,URBANIZACIÓN PARQUES DE PRIMAVERA,16,"-74,10876382573687","4,613019579046943"
16-386,3,Puente Aranda,CERTIFICADO,Vecinal,URBANIZACIÓN CIPRÉS TRADE CENTER,16,"-74,1155901087587","4,639330386898887"
16-399,3,Puente Aranda,CERTIFICADO,Vecinal,URBANIZACIÓN CENTRAL,16,"-74,10804575471956","4,607586242614223"
16-405,3,Puente Aranda,CERTIFICADO,Bolsillo,NUEVA MARICUTANA,16,"-74,11369809552274","4,618176030028648"
16-284,3,Puente Aranda,CERTIFICADO,Bolsillo,MONTES III SECTOR,16,"-74,11991287017784","4,603782480030202"
13-054,4,Teusaquillo,CERTIFICADO,Vecinal,URBANIZACIÓN EL CAMPIN,13,"-74,0797476163832","4,646627522910559"
13-051,4,Teusaquillo,CERTIFICADO,Vecinal,URBANIZACIÓN FEDERMAN,13,"-74,08026849372092","4,644332009164682"
13-037,5,Teusaquillo,CERTIFICADO,Vecinal,URBANIZACIÓN FEDERMAN,13,"-74,08290642215474","4,644916825282938"
13-015,4,Teusaquillo,CERTIFICADO,Vecinal,SAN TA CLARA,13,"-74,0977382929101","4,633961023006712"
16-108,3,Puente Aranda,CERTIFICADO,Vecinal,MUZÚ I ETAPA,16,"-74,13044869585977","4,595961778365689"
08-144,2,Kennedy,CERTIFICADO,Zonal Existente,BELLAVISTA-DINDALITO,8,"-74,17448620820434","4,644647810773128"
03-023,3,Santa Fe,CERTIFICADO,Vecinal,SAN DIEGO,3,"-74,07032350527271","4,612249592509449"
13-155,4,Teusaquillo,CERTIFICADO,Vecinal,URBANIZACIÓN CIUDAD SALITRE SPMZ III-1-2,13,"-74,09970880991872","4,63886031560066"
16-014,3,Puente Aranda,CERTIFICADO,Vecinal,SANTA MATILDE II SECTOR,16,"-74,11008609238532","4,602072485214584"
16-008,3,Puente Aranda,CERTIFICADO,Vecinal,PUENTE ARANDA,16,"-74,10849567907371","4,631796361233617"
16-188,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ I ETAPA,16,"-74,13300347982414","4,596703187579067"
16-189,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ I ETAPA,16,"-74,13262822208893","4,596461373302352"
16-192,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ I ETAPA,16,"-74,13242317713375","4,597458439026601"
16-074,3,Puente Aranda,CERTIFICADO,Vecinal,MUZÚ,16,"-74,13109491557823","4,5994386669827385"
16-218,3,Puente Aranda,CERTIFICADO,Vecinal,DESARROLLO ESTRELLITA Y BUENAVISTA II,16,"-74,10812848506563","4,611411345186435"
16-229,3,Puente Aranda,CERTIFICADO,Bolsillo,ZONA INDUSTRIAL,16,"-74,09619858096227","4,614464014289034"
16-256,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ,16,"-74,12929351271003","4,600699803066327"
08-244,2,Kennedy,CERTIFICADO,Bolsillo,URBANIZACIÓN GRAN BRITALIA,8,"-74,17142694205451","4,625566774816317"
08-019,3,Kennedy,CERTIFICADO,Vecinal,CIUDAD KENNEDY SPMZ 15 URBANIZACIÓN (ANTES PALMAS URBANIZACIÓN LAS),8,"-74,163101229788","4,619295186711379"
08-064,3,Kennedy,SIN CERTIFICAR,Vecinal,CIUDAD KENNEDY SPMZ 7,8,"-74,14997771575113","4,624928912801749"
08-363,3,Kennedy,CERTIFICADO,Bolsillo,URBANIZACIÓN CIUDAD KENNEDY SUPERMANZANA 10,8,"-74,15607080866027","4,623884713862141"
08-365,3,Kennedy,CERTIFICADO,Bolsillo,URBANIZACIÓN CIUDAD KENNEDY SUPERMANZANA 10,8,"-74,15623865123543","4,623045467316231"
08-358,3,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN CIUDAD KENNEDY SUPERMANZANA 10,8,"-74,15739247433581","4,622421491607225"
08-287,3,Kennedy,CERTIFICADO,Vecinal,LAS DOS AVENIDAS,8,"-74,13819069453274","4,634932102522782"
08-290,3,Kennedy,CERTIFICADO,Vecinal,SANTA CATALINA,8,"-74,15726898652696","4,606195234060735"
08-674,2,Kennedy,CERTIFICADO,Bolsillo,VILLA NELLY III - LOS ALISOS,8,"-74,16590049205357","4,6220662182269345"
08-721,3,Kennedy,CERTIFICADO,Vecinal,ÉXITO LUSITANIA,8,"-74,12484027279251","4,629709213575346"
13-017,4,Teusaquillo,CERTIFICADO,Vecinal,QUINTA PAREDES 2,13,"-74,09547884267181","4,6318943564186785"
13-033,4,Teusaquillo,CERTIFICADO,Bolsillo,URBANIZACIÓN LAS AMÉRICAS LOS ARRAYANES,13,"-74,07888362258198","4,6310480019430145"
16-028,3,Puente Aranda,CERTIFICADO,Bolsillo,TRINIDAD - SECTOR LORENA (PARQUEADERO),16,"-74,11941325012384","4,624049006578421"
16-084,3,Puente Aranda,CERTIFICADO,Vecinal,SAN EUSEBIO,16,"-74,12298938667607","4,606451185477002"
16-292,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ I ETAPA,16,"-74,13092686728888","4,595873712048193"
16-293,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ I ETAPA,16,"-74,13093947963546","4,598015385041725"
15-040,3,Antonio Nariño,CERTIFICADO,Zonal Existente,LA FRAGUA,15,"-74,10689765254007","4,595582200712667"
13-106,4,Teusaquillo,CERTIFICADO,Vecinal,"URBANIZACIÓN CIUDAD SALITRE SECTOR III SM III-3, 4, 6, 6, 7 Y 8",13,"-74,10278779588566","4,641160157405"
13-123,4,Teusaquillo,CERTIFICADO,Escenario Deportivo,UNIDAD DEPORTIVA EL CAMPIN (SECTOR EL CAMPINCITO),13,"-74,07614390245007","4,647808107009343"
13-146,4,Teusaquillo,CERTIFICADO,Vecinal,CONJUNTO RESIDENCIAL EL PARQUE TACAY,13,"-74,08562820966776","4,62725246208614"
03-157,5,Santa Fe,CERTIFICADO,Vecinal,PARQUE RESIDENCIAL BAVIERA,3,"-74,0689247735781","4,620171619520872"
16-368,3,Puente Aranda,CERTIFICADO,Vecinal,CONJUNTO RESIDENCIAL PLAZUELAS DE TIBANÁ,16,"-74,10681576571201","4,60907467099728"
16-318,3,Puente Aranda,CERTIFICADO,Vecinal,NAVARRA PARQUE RESIDENCIAL,16,"-74,11010206488024","4,613081985808424"
16-322,3,Puente Aranda,CERTIFICADO,Bolsillo,EL JAZMÍN II SECTOR,16,"-74,11925592726982","4,607738657435653"
08-196,4,Kennedy,CERTIFICADO,Vecinal,MANDALAY ETAPA A II SECTOR,8,"-74,14334011038002","4,62891980875343"
08-443,4,Kennedy,CERTIFICADO,Vecinal,MANDALAY I SECTOR,8,"-74,14615470823497","4,628586022534478"
08-109,2,Kennedy,CERTIFICADO,Metropolitano Existente,BIBLIOTECA EL TINTAL,8,"-74,15518124880606","4,643540538418508"
08-095,2,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN EL PARAÍSO,8,"-74,169390631087","4,640268616631942"
08-482,2,Kennedy,CERTIFICADO,Vecinal,DINDALITO,8,"-74,17357106702579","4,638380896108783"
08-043,3,Kennedy,CERTIFICADO,Vecinal,MULTIFAMILIARES CARIMAGUA,8,"-74,14967116476213","4,613372801569248"
08-073,3,Kennedy,CERTIFICADO,Vecinal,CIUDAD KENNEDY ORIENTAL SUPERMANZANA NO. 3,8,"-74,14558792474045","4,61915136931581"
03-035,3,Santa Fe,CERTIFICADO,Metropolitano Existente,PARQUE NACIONAL (PM-2A) ENRIQUE OLAYA HERRERA ( SECTOR HISTÓRICO ),3,"-74,06140683719484","4,623365988255944"
17-004,3,Candelaria,CERTIFICADO,Vecinal,LAS AGUAS ( GERMANIA ),17,"-74,06561750818031","4,602972630434161"
14-035,3,Martires,CERTIFICADO,Bolsillo,BARRIO SAMPER MENDOZA,14,"-74,08019035286762","4,618655990930627"
08-555,2,Kennedy,CERTIFICADO,Bolsillo,LA FRAGUA,8,"-74,1309226425121","4,606714741950933"
16-307,3,Puente Aranda,CERTIFICADO,Vecinal,CENTRO INDUSTRIAL LA LEGUA,16,"-74,1108725692132","4,639200526581957"
15-020,3,Antonio Nariño,CERTIFICADO,Vecinal,URBANIZACIÓN SAN JORGE CENTRAL I SECTOR,15,"-74,11375263853184","4,595179266972128"
15-005,3,Antonio Nariño,CERTIFICADO,Vecinal,URBANIZACIÓN LA FRAGUA,15,"-74,11025093458743","4,59567710043846"
15-032,3,Antonio Nariño,CERTIFICADO,Vecinal,URBANIZACIÓN LA FRAGUA,15,"-74,10963547453179","4,594829350136411"
15-037,3,Antonio Nariño,CERTIFICADO,Bolsillo,URBANIZACIÓN LA FRAGUA,15,"-74,10784904837601","4,595472537847115"
08-533,2,Kennedy,CERTIFICADO,Vecinal,LAS LUCES Y VILLA RICA,8,"-74,16803624203146","4,605336161703553"
08-154,3,Kennedy,CERTIFICADO,Vecinal,CONJUNTO RESIDENCIAL LOS CRISTALES Y URBANIZACIÓN LUCERNA 1A Y 2A ETAPAS,8,"-74,1469361306919","4,612763245676508"
08-160,3,Kennedy,CERTIFICADO,Vecinal,EL PARQUE ETAPA I Y II,8,"-74,15391599867785","4,606549744404564"
08-166,3,Kennedy,CERTIFICADO,Vecinal,CIUDAD KENNEDY SUPERMANZANA 10,8,"-74,15870708239731","4,620076834081972"
08-479,3,Kennedy,CERTIFICADO,Vecinal,RINCÓN DE LOS ÁNGELES,8,"-74,14691834090516","4,632364064703577"
08-369,3,Kennedy,CERTIFICADO,Vecinal,CIUDAD KENNEDY SUPERMANZANA 6A,8,"-74,14936420953123","4,617311992920476"
17-007,2,Candelaria,CERTIFICADO,Vecinal,PLAZA DE LA CONCORDIA,17,"-74,06887694008586","4,598459727915058"
17-003,3,Candelaria,INVESTIGADO NO CERTIFICADO,Vecinal,VOLLEY PLAYA (LAS AGUAS),17,"-74,06694709789497","4,5997437182144765"
02-119,3,Chapinero,INVESTIGADO NO CERTIFICADO,Bolsillo,CHAPINERO CENTRAL,2,"-74,06455367201688","4,644427349951575"
16-064,3,Puente Aranda,CERTIFICADO,Vecinal,URBANIZACIÓN EL TEJAR,16,"-74,12793406479197","4,607047130419054"
16-215,3,Puente Aranda,CERTIFICADO,Vecinal,EL TEJAR,16,"-74,12691232143698","4,607970840267678"
16-082,3,Puente Aranda,CERTIFICADO,Vecinal,LAS CARABELAS,16,"-74,11815700156392","4,606029841731064"
16-131,3,Puente Aranda,CERTIFICADO,Vecinal,LAS CARABELAS,16,"-74,1175626056542","4,605691186204879"
16-102,3,Puente Aranda,CERTIFICADO,Vecinal,VILLA DEL ROSARIO,16,"-74,12033964045553","4,59672788921442"
16-103,3,Puente Aranda,CERTIFICADO,Vecinal,EL TEJAR,16,"-74,12559221119434","4,610002690880476"
16-136,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ,16,"-74,12863313644101","4,598839706700084"
16-101,3,Puente Aranda,CERTIFICADO,Vecinal,TORREMOLINOS I SECTOR,16,"-74,12303140537347","4,609865021604378"
16-022,3,Puente Aranda,CERTIFICADO,Vecinal,LA PONDEROSA,16,"-74,11799310214371","4,611528773592365"
16-106,3,Puente Aranda,CERTIFICADO,Vecinal,TORREMOLINOS,16,"-74,1218105041725","4,610876155689487"
16-066,3,Puente Aranda,CERTIFICADO,Vecinal,TORREMOLINOS II SECTOR,16,"-74,12148359107096","4,607469747313394"
16-129,3,Puente Aranda,CERTIFICADO,Vecinal,LOS ÁNGELES,16,"-74,12981523536246","4,606102225633986"
16-098,3,Puente Aranda,CERTIFICADO,Vecinal,CIUDAD MONTES III SECTOR,16,"-74,12127442284861","4,605075482327496"
16-097,3,Puente Aranda,CERTIFICADO,Vecinal,CIUDAD MONTES III SECTOR,16,"-74,1194253549223","4,603296032419281"
16-016,3,Puente Aranda,CERTIFICADO,Vecinal,LA ALQUERÍA,16,"-74,13059174717887","4,6022580289911605"
16-168,3,Puente Aranda,CERTIFICADO,Vecinal,MUZÚ,16,"-74,12957463508832","4,6015706731480925"
16-169,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ,16,"-74,12916084905973","4,601151951043276"
13-145,4,Teusaquillo,CERTIFICADO,Vecinal,URBANIZACIÓN BOSQUES DEL SALITRE,13,"-74,09965055282507","4,635352842955378"
08-074,3,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN BOITÁ II SECTOR,8,"-74,15639286052868","4,604299136266969"
08-132,3,Kennedy,CERTIFICADO,Vecinal,LAS AMÉRICAS OCCIDENTAL II ETAPA,8,"-74,14169622754606","4,6247441495629005"
08-080,3,Kennedy,CERTIFICADO,Vecinal,CIUDAD KENNEDY ORIENTAL SUPERMANZANA 16,8,"-74,15762228090264","4,618014435587762"
08-108,3,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN EL RINCÓN DE LOS ÁNGELES,8,"-74,14353598892605","4,634260627813084"
08-077,3,Kennedy,CERTIFICADO,Vecinal,KENNEDY ORIENTAL SUPERMANZANA 5,8,"-74,14685356518666","4,623512330684353"
08-330,3,Kennedy,CERTIFICADO,Vecinal,ALAMEDA DE TIMIZA I,8,"-74,14935649524871","4,607392265897902"
08-431,4,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN MANDALAY ETAPA A SECTOR II,8,"-74,1418860837864","4,629458923154649"
08-427,3,Kennedy,CERTIFICADO,Vecinal,LAS AMÉRICAS,8,"-74,13722212156111","4,627758763408263"
08-321,3,Kennedy,CERTIFICADO,Bolsillo,URBANIZACIÓN TIMIZA LOTE RF-2 - CÉLULA F - EL PORTAL DE TURENA,8,"-74,15710186395151","4,611445220362551"
08-514,3,Kennedy,CERTIFICADO,Bolsillo,CARVAJAL,8,"-74,1418160933477","4,607579550735666"
08-622,3,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN RENANIA I Y II ETAPA,8,"-74,1472613711304","4,606396911633915"
08-335,3,Kennedy,CERTIFICADO,Vecinal,SAN ANDRÉS 2 SECTOR,8,"-74,14636630145941","4,601628630085433"
08-159,3,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN BOITÁ,8,"-74,15421463775499","4,60352612209042"
08-381,2,Kennedy,CERTIFICADO,Bolsillo,DESARROLLO ALQUERÍA DE LA FRAGUA (SECTOR VILLA NUEVA),8,"-74,14182748623126","4,601438870495746"
08-409,3,Kennedy,CERTIFICADO,Vecinal,CARVAJAL,8,"-74,13015200657594","4,613713632607429"
08-210,3,Kennedy,CERTIFICADO,Vecinal,LOS PINOS DE MARSELLA,8,"-74,12910479014357","4,635509675268745"
08-626,3,Kennedy,CERTIFICADO,Vecinal,LAGO TIMIZA I ETAPA,8,"-74,15788214734465","4,608189394861559"
08-200,3,Kennedy,CERTIFICADO,Zonal Existente,CASTILLA,8,"-74,13922557080807","4,639239865840706"
08-211,3,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN TECHO,8,"-74,14749839700801","4,626938077474314"
16-285,3,Puente Aranda,CERTIFICADO,Bolsillo,MONTES III SECTOR,16,"-74,11970468022085","4,6029034755367295"
16-176,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ,16,"-74,1297308301075","4,599168851196566"
16-177,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ,16,"-74,12916591151551","4,599313688946218"
16-180,3,Puente Aranda,CERTIFICADO,Vecinal,MUZÚ,16,"-74,12789879334065","4,5998136885297285"
16-147,3,Puente Aranda,CERTIFICADO,Vecinal,AUTOPISTA MUZÚ,16,"-74,1270366163821","4,5987282200752375"
16-183,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ I ETAPA,16,"-74,13148307671418","4,597871802408235"
16-194,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ I ETAPA,16,"-74,13118432804256","4,596967331002857"
16-184,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ I ETAPA,16,"-74,13115965760991","4,596467960507633"
16-196,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ I ETAPA,16,"-74,13005253926863","4,5966012688579765"
16-185,3,Puente Aranda,CERTIFICADO,Vecinal,MUZÚ I ETAPA,16,"-74,12999925120597","4,597160319324692"
16-186,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ I ETAPA,16,"-74,13057233458557","4,5972298235814595"
16-187,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ I ETAPA,16,"-74,13059376479501","4,597660349701567"
16-149,3,Puente Aranda,CERTIFICADO,Vecinal,VILLA DEL ROSARIO,16,"-74,12198134038336","4,595243555812438"
16-117,3,Puente Aranda,CERTIFICADO,Vecinal,SANTA RITA I SECTOR,16,"-74,12350655666658","4,59848802818752"
16-111,3,Puente Aranda,CERTIFICADO,Vecinal,EL REMANSO,16,"-74,11341855283187","4,59779659782548"
16-025,3,Puente Aranda,CERTIFICADO,Vecinal,BOCHICA CENTRAL,16,"-74,10825207528245","4,6027272576483345"
16-033,3,Puente Aranda,CERTIFICADO,Vecinal,LA GUACA IV SECTOR,16,"-74,11819144970929","4,602091114343207"
16-083,3,Puente Aranda,CERTIFICADO,Vecinal,MUZÚ I ETAPA,16,"-74,13210650931799","4,595444806828941"
16-287,3,Puente Aranda,CERTIFICADO,Bolsillo,MONTES III SECTOR,16,"-74,11826325609235","4,603706802971558"
16-289,3,Puente Aranda,CERTIFICADO,Bolsillo,MONTES III SECTOR,16,"-74,11904971585224","4,602519549276794"
02-183,1,Chapinero,CERTIFICADO,Vecinal,DESARROLLO MARISCAL SUCRE,2,"-74,05998412811783","4,630586765215996"
02-184,1,Chapinero,CERTIFICADO,Bolsillo,DESARROLLO MARISCAL SUCRE,2,"-74,06027983239895","4,630781778739948"
02-186,1,Chapinero,CERTIFICADO,Bolsillo,DESARROLLO MARISCAL SUCRE,2,"-74,06144209606975","4,630595257848171"
16-035,3,Puente Aranda,CERTIFICADO,Vecinal,EL SOL,16,"-74,11462157755871","4,613526637570791"
16-040,3,Puente Aranda,CERTIFICADO,Vecinal,PRIMAVERA,16,"-74,11318209109629","4,614413612378714"
16-039,3,Puente Aranda,CERTIFICADO,Vecinal,PRIMAVERA,16,"-74,11188059709045","4,613137357551514"
16-030,3,Puente Aranda,CERTIFICADO,Vecinal,CORKIDI,16,"-74,1104071628443","4,610562734572502"
16-007,3,Puente Aranda,CERTIFICADO,Vecinal,LAS CARABELAS II SECTOR,16,"-74,11675346478086","4,6078353511680366"
16-107,3,Puente Aranda,CERTIFICADO,Vecinal,LAS CARABELAS II SECTOR,16,"-74,11610104129704","4,607743356566655"
16-015,3,Puente Aranda,CERTIFICADO,Vecinal,LAS CARABELAS,16,"-74,11542452320069","4,607058054870466"
16-110,3,Puente Aranda,CERTIFICADO,Vecinal,URBANIZACIÓN PENSILVANIA,16,"-74,09649137110861","4,615992383413259"
16-001,3,Puente Aranda,CERTIFICADO,Vecinal,BOCHICA CENTRAL,16,"-74,10901067469209","4,602723749848589"
16-141,3,Puente Aranda,CERTIFICADO,Vecinal,URBANIZACIÓN MONTES I SECTOR,16,"-74,11088744845841","4,5986032213698635"
16-031,3,Puente Aranda,CERTIFICADO,Vecinal,GORGONZOLA,16,"-74,12386739778896","4,617957252864812"
16-067,3,Puente Aranda,CERTIFICADO,Vecinal,URBANIZACIÓN SANTA ISABEL OCCIDENTAL,16,"-74,10245447285538","4,603363080310423"
16-115,3,Puente Aranda,CERTIFICADO,Vecinal,URBANIZACIÓN VERAGUAS CENTRAL 4 SECTOR- VERAGUAS OCCIDENTAL SECTOR TALLERES,16,"-74,10399575056675","4,60838175811149"
16-003,3,Puente Aranda,CERTIFICADO,Vecinal,AUTOPISTA DEL SUR 2DO SECTOR,16,"-74,12429461093612","4,595871369904064"
16-199,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ,16,"-74,12871240692579","4,601272342073512"
16-042,3,Puente Aranda,CERTIFICADO,Bolsillo,NUEVA MARICUTANA (ANTES BRASILIA),16,"-74,11061168767492","4,621419969594335"
16-077,3,Puente Aranda,CERTIFICADO,Vecinal,PENSILVANIA SECTOR 2-3,16,"-74,0994550798684","4,61085961537656"
16-032,3,Puente Aranda,CERTIFICADO,Vecinal,GORGONZOLA,16,"-74,10313919930766","4,6169910694208625"
16-045,3,Puente Aranda,CERTIFICADO,Vecinal,LOS SAUCES (ANTES SAN JORGE CENTRAL III SECTOR),16,"-74,11863848777642","4,596925870441703"
16-142,3,Puente Aranda,CERTIFICADO,Bolsillo,BOCHICA CENTRAL,16,"-74,10789668693383","4,604906578393743"
16-056,3,Puente Aranda,CERTIFICADO,Vecinal,LA CAMELIA SUR IV SECTOR,16,"-74,12306827717347","4,6137767716339955"
16-146,3,Puente Aranda,CERTIFICADO,Bolsillo,SANTA RITA II SECTOR,16,"-74,12395798569885","4,602080695012745"
16-133,3,Puente Aranda,CERTIFICADO,Bolsillo,MONTES III SECTOR,16,"-74,11876236680158","4,6046690053787405"
16-134,3,Puente Aranda,CERTIFICADO,Bolsillo,MONTES III SECTOR,16,"-74,11906742164649","4,604079692132318"
16-150,3,Puente Aranda,CERTIFICADO,Vecinal,SAN EUSEBIO,16,"-74,12261270556027","4,60497867269955"
16-153,3,Puente Aranda,CERTIFICADO,Vecinal,URBANIZACIÓN LA PRADERA SUR (ANTES SALAZAR-GÓMEZ),16,"-74,12256450735202","4,623154742185683"
13-021,4,Teusaquillo,CERTIFICADO,Bolsillo,URBANIZACIÓN SAN LUIS,13,"-74,0720292083679","4,646076754657445"
13-005,4,Teusaquillo,CERTIFICADO,Vecinal,URBANIZACIÓN DEL BANCO CENTRAL HIPOTECARIO,13,"-74,07004783117662","4,64274580252207"
13-013,3,Teusaquillo,CERTIFICADO,Vecinal,BARRIO ALFONSO LÓPEZ,13,"-74,07273901308795","4,638984752945753"
13-001,3,Teusaquillo,CERTIFICADO,Vecinal,URBANIZACIÓN ANTIGUO HIPÓDROMO - GALERÍAS,13,"-74,07290386292574","4,64239423992853"
13-007,4,Teusaquillo,CERTIFICADO,Vecinal,URBANIZACIÓN GALERÍAS,13,"-74,07546646313139","4,644361460397675"
13-048,4,Teusaquillo,CERTIFICADO,Vecinal,BARRIO ARMENIA,13,"-74,07196417258712","4,619034316113995"
13-023,4,Teusaquillo,CERTIFICADO,Vecinal,URBANIZACIÓN SANTA CLARA Y URBANIZACIÓN CÁDIZ,13,"-74,09566416646238","4,63429374941636"
13-097,4,Teusaquillo,CERTIFICADO,Vecinal,"URBANIZACIÓN CIUDAD SALITRE SECTOR III SM III-3, SM III-4, SM III-5, SM III-6, SM III-7 Y SM III-8",13,"-74,10059888675337","4,640841538897764"
13-109,4,Teusaquillo,CERTIFICADO,Bolsillo,URBANIZACIÓN LA ESMERALDA (ANTES LOS URAPANES),13,"-74,08669307485135","4,646443495423007"
